Game result,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
2nd (54),6:02,1,-2,2,3,11,31,0,8,3,0,3,0,6,3,no,14,2,6,2,2,2,3,1
3rd (52),3:00,11,-2,7,5,8,0,3,20,3,0,2,7,12,7,no,10,1,0,3,3,5,3,0
4th (47),5:30,8,-4,2,7,17,0,2,15,3,0,1,2,4,10,no,13,4,0,2,4,2,3,0
5th (46),4:09,5,-4,3,7,23,10,2,0,2,0,2,12,5,5,no,11,5,3,0,1,2,3,2
6th (44),5:44,17,0,6,3,10,2,6,0,2,2,4,6,7,11,no,9,2,2,0,5,4,2,1
7th (38),5:46,6,-3,2,8,22,0,3,0,2,0,3,11,4,9,no,8,5,0,0,4,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),3:28,0,-5,0,3,7,64,0,0,3,0,5,18,12,0,no,9,2,9,1,0,1,2,1
2nd (64),7:10,9,-2,6,5,6,31,0,9,2,1,5,22,22,6,no,12,1,7,1,3,1,1,1
3rd (57),4:07,18,0,4,7,22,0,0,6,3,1,1,6,9,11,no,13,4,0,1,5,2,2,0
4th (56),5:33,16,0,4,3,28,0,3,2,3,0,1,13,14,8,no,14,5,0,1,4,5,3,0
5th (52),6:59,8,-3,6,20,8,0,13,0,4,1,4,7,4,5,no,8,2,0,0,2,6,3,0
6th (44),5:14,6,-2,10,10,9,0,3,8,3,2,1,2,17,7,yes,3,2,0,1,3,4,3,0
7th (44),8:14,0,-5,3,7,17,9,6,7,2,0,3,16,6,2,no,11,4,3,1,0,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),3:58,0,-5,7,3,11,48,4,0,3,1,7,6,14,0,no,9,2,8,0,0,4,1,1
2nd (67),3:01,16,-1,2,3,0,47,0,0,3,1,4,14,8,8,no,14,0,8,1,3,1,2,2
3rd (61),5:09,10,-2,7,10,5,0,3,28,3,0,0,10,10,7,no,12,2,0,3,3,3,3,1
4th (59),3:42,18,0,2,5,16,0,7,11,3,1,1,22,8,9,no,10,3,0,0,5,4,1,1
5th (55),4:01,6,-3,8,7,29,0,0,8,2,0,1,7,19,6,no,11,5,0,1,2,3,4,1
6th (55),3:58,0,-5,5,20,26,0,9,0,4,0,2,12,16,0,no,8,6,0,0,0,2,5,1
7th (47),3:30,8,-2,2,7,20,0,0,12,3,1,1,13,9,5,no,13,5,0,2,2,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),3:00,13,-1,5,7,21,0,7,15,3,0,0,11,7,4,no,13,4,0,2,3,4,1,1
2nd (62),2:47,11,-1,7,10,13,0,0,22,3,0,0,6,16,7,no,12,3,0,3,3,1,3,2
3rd (58),4:00,9,-3,3,13,36,0,0,0,3,0,1,6,17,3,no,8,7,0,0,2,1,5,0
4th (56),4:49,10,-3,3,5,5,18,2,16,3,0,4,11,13,8,no,10,1,5,1,3,2,2,1
5th (54),6:04,18,0,6,7,21,0,2,0,2,1,1,13,8,9,no,11,4,0,0,4,5,1,1
6th (51),6:52,0,-5,2,3,11,36,4,0,2,1,4,15,6,0,no,14,2,7,1,0,4,1,2
7th (45),2:46,0,-6,2,3,2,38,6,0,3,1,5,9,4,1,no,9,1,7,0,1,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),2:46,18,0,9,10,31,0,0,0,3,0,1,8,22,7,no,12,6,0,0,4,1,2,2
2nd (67),2:45,0,-6,4,20,28,0,4,17,4,0,3,10,14,0,no,8,6,0,2,0,4,2,0
3rd (60),2:09,17,0,6,5,7,1,6,18,2,0,0,5,13,8,no,10,2,1,2,4,3,2,2
4th (60),3:21,18,0,2,7,14,0,0,19,2,0,0,16,11,11,no,11,2,0,2,4,1,4,3
5th (60),3:34,3,-5,1,2,3,55,1,0,1,1,5,15,12,4,no,14,1,10,0,2,3,1,0
6th (50),2:51,0,-6,2,3,0,25,6,20,3,0,4,19,6,2,no,9,0,5,3,1,6,1,0
7th (36),4:06,6,-3,1,0,6,26,0,0,1,1,4,14,9,7,no,13,1,6,0,3,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (84),4:07,0,-6,5,3,6,76,0,0,2,1,7,9,11,0,no,14,1,12,0,0,2,0,2
2nd (61),2:26,17,0,8,7,20,0,9,0,2,0,2,6,9,10,no,11,5,0,0,4,4,3,0
3rd (57),3:41,12,-1,4,3,8,18,5,8,3,0,2,14,23,6,no,9,1,4,1,3,1,5,2
4th (56),3:11,14,-1,4,13,8,0,7,11,3,1,3,11,7,7,no,8,2,0,2,3,4,3,0
5th (52),5:35,11,-2,9,10,16,0,0,8,3,1,2,16,16,7,no,12,3,0,1,3,4,2,1
6th (41),3:25,3,-3,1,7,8,25,0,0,3,2,4,12,8,5,no,13,1,4,1,3,3,1,0
7th (40),4:22,3,-5,1,3,24,0,4,10,1,0,0,14,8,5,yes,3,6,0,2,2,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),3:24,9,-1,2,3,0,55,0,0,2,2,7,9,8,6,no,14,0,10,0,3,1,2,0
2nd (63),4:14,8,-3,9,10,20,0,3,16,3,0,0,8,14,5,no,12,4,0,2,2,2,3,2
3rd (59),2:26,12,-1,8,5,15,0,9,11,3,1,1,10,17,8,no,10,3,0,0,4,4,2,1
4th (59),2:56,0,-6,4,7,5,31,3,15,3,0,4,10,5,0,no,13,1,7,2,0,3,2,0
5th (57),3:18,18,0,5,3,15,0,0,16,1,0,1,7,14,10,no,11,3,0,2,4,4,3,1
6th (46),2:54,0,-5,1,0,36,1,6,7,0,0,3,19,5,3,no,9,8,1,1,1,4,0,3
7th (44),2:39,10,-1,2,20,13,0,0,0,4,2,2,11,11,9,no,8,3,0,0,4,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),4:07,5,-3,5,3,9,48,0,0,2,2,5,14,15,3,no,14,2,9,0,1,2,2,0
2nd (65),3:38,13,-1,4,5,11,9,0,24,2,0,1,16,15,3,no,12,2,2,4,2,2,3,1
3rd (57),4:44,18,0,4,5,9,4,8,9,3,1,2,18,4,4,no,10,2,2,1,3,5,1,0
4th (53),5:30,0,-4,7,3,31,4,6,6,3,1,1,8,16,0,no,9,6,1,1,0,3,2,3
5th (50),4:15,0,-6,12,20,11,0,13,0,4,1,0,6,19,0,no,8,2,0,0,0,4,5,2
6th (50),2:30,10,-2,5,0,24,1,4,8,0,1,4,9,11,4,no,11,6,1,1,2,4,2,1
7th (41),5:04,13,-3,2,0,11,18,0,0,2,1,1,16,7,8,no,13,2,5,0,3,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (79),2:56,17,0,0,7,30,0,0,25,3,0,3,6,4,6,no,13,7,0,2,3,1,2,0
2nd (63),3:14,0,-6,5,2,0,55,7,0,1,1,8,7,4,0,no,14,0,10,0,0,6,0,1
3rd (58),3:26,12,-1,6,10,28,0,3,0,3,0,1,4,2,6,no,12,5,0,0,3,1,4,2
4th (55),4:15,12,-1,3,5,6,0,0,30,3,1,2,11,11,10,no,10,1,0,3,5,3,2,0
5th (53),3:10,0,-4,5,3,0,43,6,0,3,0,6,4,6,4,no,9,0,8,0,2,3,1,3
6th (49),3:25,10,-4,3,15,18,1,0,6,3,0,2,8,16,11,yes,1,3,1,1,4,3,3,0
7th (46),3:32,5,-2,6,7,14,0,9,7,2,0,2,18,15,10,no,11,3,0,1,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),4:22,18,0,7,5,6,0,12,18,3,0,1,9,4,8,no,10,1,0,1,4,7,2,0
2nd (65),2:56,9,-2,1,20,23,0,8,6,4,0,0,27,8,2,no,8,4,0,1,2,4,3,0
3rd (64),3:31,17,0,6,7,20,0,0,14,2,0,0,12,23,7,no,11,4,0,2,3,1,3,3
4th (54),3:18,0,-6,9,10,11,17,3,10,3,0,4,6,14,0,no,12,2,5,1,0,2,3,2
5th (48),3:41,8,-3,2,3,21,0,5,12,3,0,4,6,8,4,no,14,5,0,2,2,4,5,0
6th (48),5:21,9,-3,1,3,10,16,4,8,3,1,2,22,12,6,no,9,2,2,2,3,3,2,2
7th (41),5:20,0,-5,6,7,7,26,0,0,3,0,4,7,20,3,no,13,1,7,0,1,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),2:30,1,-4,2,3,0,62,0,0,2,1,5,16,0,1,no,14,0,11,0,1,2,1,2
2nd (55),4:01,13,0,6,15,11,1,3,6,3,0,1,6,10,6,yes,1,2,1,1,3,4,3,1
3rd (55),4:32,11,-1,5,5,15,0,5,15,3,0,2,5,10,6,no,10,2,0,1,3,5,4,0
4th (54),3:42,8,-3,12,3,12,4,12,6,2,0,2,4,12,5,no,9,2,2,1,2,6,2,3
5th (47),5:25,13,-1,6,7,7,4,4,7,2,0,0,6,13,11,no,11,2,1,2,4,2,4,1
6th (40),3:23,10,-3,2,10,13,1,0,7,3,0,5,15,7,13,no,12,4,1,1,5,3,1,0
7th (34),4:12,0,-4,5,0,27,0,0,6,0,5,2,6,6,3,no,13,6,0,1,2,1,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (72),5:38,13,-1,1,5,31,0,0,23,3,0,2,15,11,5,no,10,6,0,2,3,1,2,1
2nd (60),3:55,0,-4,3,2,26,25,0,8,1,1,7,9,10,0,no,12,6,6,1,0,1,2,0
3rd (59),5:54,18,0,1,3,13,13,0,11,3,0,1,16,8,6,no,14,3,5,1,4,3,2,0
4th (53),4:13,0,-6,6,3,27,13,3,7,3,0,3,12,16,2,no,9,5,3,1,1,3,2,2
5th (51),3:30,13,-2,13,7,10,0,4,6,2,1,1,5,19,7,no,11,2,0,1,2,5,3,2
6th (51),2:41,1,-5,3,20,9,0,7,16,4,0,0,8,6,1,no,8,2,0,2,1,3,6,0
7th (50),2:22,16,-1,7,7,0,10,3,8,3,3,1,14,9,8,no,13,0,3,1,3,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),4:01,18,0,0,7,21,0,0,14,3,0,1,11,2,9,no,13,5,0,2,4,3,1,0
2nd (57),5:31,5,-2,9,5,19,0,9,12,3,1,2,14,22,6,no,10,4,0,1,3,2,1,3
3rd (57),4:32,8,-3,5,7,7,13,5,15,2,0,3,12,4,5,no,11,2,4,2,1,5,2,0
4th (55),5:13,4,-2,2,3,23,25,0,0,3,0,1,18,21,3,no,9,4,5,0,2,2,3,1
5th (52),6:51,17,0,0,3,16,0,3,13,3,0,1,10,7,9,no,14,4,0,2,5,3,3,1
6th (46),2:54,5,-5,6,10,14,13,3,0,3,0,2,14,6,6,no,12,3,4,0,2,4,2,0
7th (38),3:20,0,-5,9,8,17,0,2,7,2,1,0,2,19,3,yes,1,3,0,1,1,2,5,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),3:50,0,-6,3,3,9,55,0,0,3,0,5,11,7,0,no,14,2,10,0,0,3,1,2
2nd (62),4:59,17,0,5,10,15,0,5,10,3,0,3,8,10,8,yes,4,3,0,1,3,5,3,0
3rd (60),3:52,0,-5,5,10,0,47,3,0,3,0,5,9,2,0,no,12,0,8,1,0,3,2,1
4th (57),6:22,13,-1,4,3,17,0,7,14,1,1,0,18,8,4,yes,2,3,0,2,3,5,2,1
5th (56),3:56,17,0,6,7,12,1,3,10,3,0,1,6,10,8,no,13,3,1,2,4,3,2,0
6th (52),6:13,13,-2,9,20,8,0,4,0,4,1,1,6,17,8,no,8,2,0,0,3,2,5,1
7th (48),4:25,0,-4,2,5,31,0,0,14,3,0,1,9,13,3,no,10,6,0,1,2,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),4:18,8,-2,2,3,9,10,0,28,3,1,2,12,10,4,no,14,2,3,4,2,2,4,0
2nd (56),5:13,16,0,7,10,19,4,0,0,3,0,3,16,14,8,no,12,3,2,0,4,2,2,2
3rd (51),3:59,8,-2,8,20,13,0,4,0,4,2,0,15,12,3,no,8,3,0,0,2,3,4,0
4th (51),3:52,0,-5,1,10,9,31,0,5,3,0,4,12,8,0,yes,3,2,7,1,0,3,1,1
5th (50),3:45,14,0,6,3,24,0,3,0,1,1,5,1,11,10,no,11,6,0,0,4,3,3,0
6th (49),3:18,9,-2,8,7,4,4,8,11,3,1,2,7,8,7,no,13,1,2,2,3,5,1,0
7th (47),4:12,0,-4,7,3,22,4,8,7,3,2,2,7,7,1,no,9,4,1,1,1,5,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (70),5:45,18,0,7,5,12,0,11,17,2,0,0,22,12,4,no,10,2,0,2,3,7,1,1
2nd (58),6:14,9,-3,7,10,15,9,4,7,3,0,3,12,22,1,yes,7,3,2,2,1,4,3,1
3rd (52),5:46,16,-2,2,20,6,0,4,6,4,0,1,22,13,10,no,8,1,0,1,4,4,2,2
4th (48),4:11,10,-2,10,3,17,0,4,6,1,2,2,13,16,6,no,11,4,0,1,2,4,2,2
5th (46),4:32,0,-6,6,10,32,4,0,0,3,0,2,12,16,0,no,12,7,2,0,0,2,3,1
6th (46),4:07,0,-6,5,10,8,26,3,0,3,2,4,8,10,0,yes,6,1,7,0,0,1,2,2
7th (42),5:10,10,-2,1,3,9,13,0,8,2,1,2,10,10,9,yes,2,3,3,1,4,2,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),3:26,0,-5,6,3,2,62,0,0,3,1,4,8,6,0,no,14,1,11,0,0,2,1,2
2nd (62),5:52,8,-2,7,3,32,0,6,8,2,3,2,6,13,2,no,9,7,0,1,1,1,2,3
3rd (55),5:08,16,0,8,10,9,1,0,11,3,0,1,10,10,8,no,12,2,1,2,4,2,4,0
4th (54),3:14,5,-3,4,5,21,0,5,17,3,0,0,14,14,4,no,10,4,0,2,3,3,2,1
5th (54),3:00,9,-2,3,0,16,25,3,0,2,0,3,6,10,6,no,13,3,4,1,3,1,3,1
6th (52),3:07,5,-4,12,7,18,0,7,7,2,0,1,10,17,6,no,11,4,0,1,2,3,5,1
7th (46),3:12,16,-1,0,13,12,0,6,0,3,1,4,17,1,12,no,8,3,0,0,5,6,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),3:46,13,-1,7,10,14,0,3,15,3,0,0,8,13,5,yes,6,3,0,2,2,3,3,2
2nd (53),2:50,10,-2,4,20,8,0,4,9,4,2,0,12,8,4,no,8,2,0,1,2,4,3,0
3rd (53),3:11,0,-4,3,10,6,38,0,0,3,0,4,12,15,2,yes,3,1,8,0,1,2,2,1
4th (50),3:37,9,-2,9,10,13,0,7,4,3,1,1,14,18,5,yes,5,3,0,1,3,3,4,0
5th (49),3:47,12,0,6,10,11,1,3,6,3,0,2,12,16,9,yes,4,2,1,1,4,4,2,1
6th (48),3:45,0,-6,3,3,23,16,4,5,2,1,4,14,7,0,yes,7,4,5,1,0,4,1,1
7th (44),5:30,9,-2,3,3,25,0,6,0,1,0,1,13,8,9,yes,2,5,0,0,4,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (74),5:05,9,-1,2,2,0,55,0,7,1,1,4,8,11,1,no,14,0,10,1,1,0,4,1
2nd (68),3:20,16,-2,10,3,13,0,7,21,2,2,1,8,20,7,no,9,2,0,2,3,4,3,2
3rd (62),3:33,0,-5,0,7,12,48,0,0,3,0,4,17,10,0,no,13,2,8,1,0,2,1,1
4th (54),3:58,6,-2,7,10,30,0,3,0,3,1,4,12,8,4,no,12,7,0,0,2,3,2,0
5th (53),4:26,1,-4,5,10,28,0,7,6,3,1,2,12,6,1,yes,3,6,0,1,1,4,2,0
6th (44),3:08,9,0,2,7,20,0,0,6,2,1,1,22,9,10,no,11,4,0,1,3,4,2,1
7th (42),5:25,8,-1,8,8,8,1,4,6,2,1,5,9,24,10,no,8,2,1,1,4,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),2:41,9,-2,14,10,19,0,4,6,3,0,0,6,22,6,no,12,3,0,1,3,2,4,2
2nd (53),3:49,17,-1,1,20,13,0,3,0,4,2,2,15,6,6,no,8,3,0,0,3,3,2,1
3rd (49),3:55,8,-3,6,7,16,0,3,12,3,1,1,6,8,7,no,13,3,0,2,3,2,3,1
4th (49),4:48,16,0,2,5,12,0,0,14,3,2,1,14,6,10,no,10,3,0,1,5,1,1,2
5th (47),5:29,0,-6,5,3,6,31,8,0,3,1,3,15,9,0,no,9,2,5,1,0,5,2,1
6th (43),5:30,6,-2,3,7,9,0,0,20,2,0,2,2,4,8,no,11,2,0,3,3,4,4,0
7th (41),4:04,2,-4,3,0,20,18,2,0,0,0,4,9,12,2,no,14,3,6,0,2,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),4:56,18,0,2,3,10,0,0,36,2,0,1,9,12,7,yes,4,2,0,4,2,3,4,1
2nd (65),3:50,0,-4,0,3,11,55,0,0,3,3,6,12,2,0,no,14,3,10,0,0,0,1,1
3rd (60),3:41,13,-1,10,5,15,0,12,6,3,0,1,11,11,5,no,10,3,0,0,3,6,3,0
4th (57),3:07,10,-2,7,10,28,0,4,0,3,0,2,7,14,6,no,12,5,0,0,2,3,4,1
5th (47),4:59,0,-5,7,13,14,0,8,10,3,0,1,12,15,1,no,8,2,0,2,1,6,3,1
6th (43),5:21,17,0,3,3,15,5,0,0,2,4,2,12,9,5,no,9,4,3,0,3,1,1,1
7th (42),5:23,0,-6,5,7,21,5,3,7,3,2,1,9,9,0,no,13,5,3,1,0,3,1,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),3:47,5,-5,4,0,6,55,0,0,1,1,7,4,12,5,no,13,1,10,0,2,0,2,1
2nd (64),4:59,8,-2,3,10,28,0,5,12,3,0,3,15,10,4,yes,4,5,0,1,2,5,2,0
3rd (58),5:33,15,-1,4,5,20,0,0,15,3,0,0,8,21,10,no,10,4,0,1,5,0,3,2
4th (53),3:20,0,-4,5,3,17,10,3,19,3,0,3,15,18,5,no,9,4,2,3,2,5,1,0
5th (42),4:43,9,-3,7,10,8,0,5,6,3,0,1,13,6,9,no,12,1,0,1,4,5,3,1
6th (40),3:57,12,-2,2,10,13,0,5,0,3,1,0,22,6,8,yes,7,3,0,0,4,5,2,1
7th (39),4:34,10,-2,5,3,10,10,0,3,1,2,2,18,22,8,no,8,2,2,2,3,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),3:46,17,0,8,15,6,0,8,11,3,0,2,10,16,8,yes,1,1,0,1,4,5,4,0
2nd (63),4:28,18,0,3,7,13,0,3,19,2,1,0,17,7,7,no,11,2,0,2,3,3,4,1
3rd (59),2:46,17,0,4,7,24,0,0,7,3,1,0,5,14,8,no,13,4,0,1,4,1,3,1
4th (49),4:13,0,-5,5,3,0,43,3,0,3,1,5,5,8,3,no,14,0,9,0,2,2,2,2
5th (49),3:46,4,-2,4,5,33,0,0,5,2,0,2,16,19,6,no,12,7,0,1,3,1,3,1
6th (46),3:53,0,-6,5,5,15,16,0,11,3,0,4,6,15,2,no,10,4,4,1,1,3,1,1
7th (44),3:18,0,-5,3,3,0,40,3,0,3,2,4,27,7,6,no,9,0,6,1,2,5,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),3:45,17,0,5,10,19,0,0,15,3,0,0,16,25,5,yes,7,4,0,2,3,2,4,1
2nd (60),3:35,17,0,4,0,17,10,4,8,1,0,2,6,5,6,no,13,4,3,1,3,4,1,1
3rd (56),3:01,10,-2,7,7,23,0,6,5,2,0,2,12,14,4,no,11,4,0,1,2,5,1,3
4th (53),3:39,17,-1,7,5,17,1,3,4,3,0,0,8,20,11,no,10,3,1,0,5,2,3,1
5th (53),3:04,0,-4,4,10,0,43,0,0,3,0,5,9,8,1,no,12,0,9,0,1,2,3,0
6th (50),5:23,0,-6,1,20,18,0,0,17,4,1,1,13,8,0,no,8,4,0,2,0,3,4,0
7th (47),4:51,0,-6,1,3,17,10,7,15,3,0,0,30,14,4,no,9,4,2,2,2,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),4:55,8,-3,2,3,3,55,0,0,3,1,5,12,12,2,no,14,1,10,0,1,2,3,0
2nd (59),4:24,18,0,5,10,17,0,2,7,3,1,3,17,14,9,no,12,3,0,1,5,3,2,0
3rd (53),4:04,10,-1,9,13,19,0,3,0,3,1,0,4,14,7,no,8,4,0,0,3,2,4,1
4th (52),2:41,0,-5,0,3,6,48,0,0,3,1,5,12,2,0,no,9,2,8,0,0,3,0,2
5th (49),4:07,9,-3,3,5,16,0,0,19,3,1,0,13,14,5,no,10,3,0,2,3,2,2,2
6th (44),2:21,3,-1,6,7,24,0,3,2,3,0,1,8,11,7,no,13,5,0,1,3,4,2,0
7th (42),2:52,0,-3,6,7,11,0,5,16,2,1,1,14,13,7,no,11,2,0,2,2,4,5,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),4:39,8,-2,0,3,8,50,0,0,3,0,6,12,7,5,no,14,2,10,0,2,1,1,2
2nd (60),3:20,16,0,3,10,31,0,0,0,3,0,5,13,10,6,no,12,7,0,0,3,2,3,0
3rd (52),3:03,8,-3,2,20,15,0,0,10,4,2,2,12,8,7,no,8,3,0,1,3,3,2,0
4th (52),2:56,4,-3,1,0,12,32,0,6,0,2,6,14,10,1,no,13,2,8,1,1,1,2,1
5th (46),3:46,5,-4,10,0,30,0,5,0,0,3,3,8,12,3,no,11,6,0,0,1,5,3,0
6th (46),4:30,0,-5,6,5,21,0,6,13,2,1,2,7,12,1,no,10,5,0,2,1,3,4,0
7th (42),2:49,18,0,9,3,0,1,3,8,3,2,2,7,14,12,no,9,0,0,1,6,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),4:02,16,-1,8,3,12,16,6,0,3,2,5,16,14,5,no,9,3,3,0,2,4,3,0
2nd (58),6:21,18,0,4,7,19,0,4,6,2,1,2,8,6,8,no,11,4,0,1,4,4,2,0
3rd (55),4:36,0,-6,8,20,19,0,0,14,4,0,2,0,20,0,no,8,5,0,2,0,3,4,0
4th (54),3:03,0,-5,3,7,13,36,0,0,3,1,3,10,10,0,no,13,2,8,0,0,1,2,1
5th (51),4:36,10,-1,1,10,15,0,3,13,3,1,0,16,3,5,yes,3,3,0,2,3,3,1,2
6th (50),5:49,2,-4,3,10,14,25,0,0,3,0,2,14,10,4,no,12,2,6,0,2,0,3,2
7th (42),3:30,13,-2,4,3,13,0,3,8,3,1,3,5,6,8,no,14,3,0,1,4,6,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),3:13,17,-1,0,8,7,10,0,23,2,0,2,12,8,6,no,8,1,3,3,3,3,2,1
2nd (54),4:07,0,-5,11,3,12,10,15,8,3,1,1,16,10,0,no,9,3,2,1,0,6,1,3
3rd (54),3:09,16,-1,5,5,19,0,3,7,3,0,1,9,10,10,no,10,4,0,0,4,4,3,0
4th (52),4:53,1,-4,4,3,0,48,0,0,2,1,6,10,3,4,yes,5,0,8,1,2,3,1,0
5th (51),4:43,16,-2,1,3,18,2,0,13,2,3,3,14,4,7,yes,7,4,2,2,3,1,2,0
6th (45),3:51,2,-4,8,10,20,0,3,6,3,0,1,2,20,5,yes,6,4,0,1,3,2,4,1
7th (31),2:36,9,-2,5,3,11,0,0,5,1,3,2,1,9,9,yes,4,2,0,1,4,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),2:53,8,-3,1,20,19,0,4,17,4,0,1,12,6,4,no,8,3,0,2,2,3,4,0
2nd (59),2:52,8,-2,0,7,3,43,0,0,3,2,5,16,3,2,no,13,1,9,0,1,1,0,1
3rd (57),4:54,0,-5,4,3,17,25,6,7,2,1,2,14,13,0,no,9,3,5,2,0,2,2,3
4th (57),4:36,18,0,1,3,16,4,0,15,3,0,1,20,14,11,no,14,3,2,2,6,1,3,1
5th (56),2:51,14,0,8,5,21,0,3,5,3,1,4,4,16,9,no,10,6,0,0,4,2,2,0
6th (47),3:36,5,-4,16,7,6,0,0,17,2,0,1,5,28,10,no,11,1,0,2,3,4,4,2
7th (39),2:12,1,-2,8,10,12,0,10,0,3,0,3,10,1,6,no,12,2,0,0,3,7,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),3:44,9,-2,6,3,31,0,6,7,1,0,5,8,8,5,no,11,7,0,1,2,6,1,0
2nd (57),4:08,17,0,7,13,17,0,3,0,3,0,4,6,13,11,no,8,4,0,0,5,2,4,0
3rd (57),3:05,18,0,4,7,16,0,0,12,3,0,2,4,16,11,no,13,3,0,1,5,0,5,1
4th (54),3:26,18,0,11,0,5,1,10,9,1,1,0,4,14,4,no,10,1,1,1,3,3,4,3
5th (50),2:55,0,-6,1,3,4,31,9,8,3,2,3,20,1,0,no,9,1,6,1,0,5,0,2
6th (49),3:41,0,-6,3,3,22,10,3,14,3,1,0,16,5,3,no,14,4,3,2,1,3,2,2
7th (35),4:32,0,-6,5,10,3,13,0,10,3,0,3,9,10,10,no,12,1,3,2,4,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),2:51,17,0,5,7,15,0,0,25,3,0,1,2,16,8,no,13,3,0,3,4,1,3,1
2nd (62),3:28,17,0,10,10,25,0,0,0,3,2,1,10,13,6,no,12,5,0,0,3,2,3,0
3rd (60),3:47,16,0,2,3,28,2,0,9,1,0,2,6,11,6,no,11,7,2,1,2,0,3,2
4th (59),2:53,0,-5,10,20,5,0,17,12,4,0,1,12,8,2,no,8,1,0,1,1,7,1,3
5th (56),3:09,0,-4,2,3,14,38,3,0,3,0,3,11,5,1,no,14,3,8,0,1,3,2,1
6th (52),6:12,0,-5,0,5,19,29,0,4,3,0,3,12,6,0,no,10,3,6,1,0,2,0,3
7th (39),3:25,8,-2,3,3,0,13,9,5,1,0,7,8,2,6,no,9,0,5,1,3,6,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),4:01,16,0,4,5,20,0,0,18,3,0,0,16,22,8,no,10,3,0,2,4,2,3,1
2nd (59),4:01,9,-2,8,10,26,0,4,4,3,0,0,14,14,3,no,12,5,0,1,2,2,4,1
3rd (54),2:47,0,-5,1,7,7,36,0,8,3,1,6,11,8,0,no,13,2,8,1,0,2,1,0
4th (52),4:26,12,-1,7,3,27,0,0,4,1,2,2,10,21,7,no,11,6,0,1,3,3,1,1
5th (52),6:03,8,-3,2,3,6,36,0,0,3,4,2,17,7,2,no,14,1,8,0,1,2,1,1
6th (51),4:29,13,-1,4,13,12,0,3,7,3,0,2,10,12,12,no,8,3,0,1,5,2,4,0
7th (44),3:05,0,-4,7,3,15,18,5,0,3,2,4,16,10,1,no,9,3,3,1,1,5,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),3:51,18,0,6,5,11,0,8,17,3,0,2,7,11,6,no,10,2,0,1,4,5,3,0
2nd (57),3:22,10,-3,6,20,15,0,9,0,4,0,1,12,10,6,no,8,3,0,0,2,5,4,0
3rd (55),5:07,4,-3,2,3,24,16,0,9,2,1,4,6,9,3,no,14,5,3,2,2,1,3,1
4th (53),4:56,13,-2,9,7,16,0,3,7,3,0,1,6,10,11,no,13,3,0,1,5,4,2,0
5th (52),3:58,3,-4,2,0,19,25,0,7,0,0,8,12,12,5,no,12,4,7,1,2,1,2,1
6th (50),3:00,13,-1,4,7,9,0,4,14,2,2,1,9,4,10,no,11,2,0,2,4,2,4,0
7th (50),4:56,0,-6,3,3,6,38,6,0,3,2,4,7,3,0,no,9,1,7,0,0,3,1,3
,,,,,,,,,,,,,,,,,,,,,,,,
